Word,Unmarked,Non Queer,Queer,MaxScore,MaxCategory
deal,0.0,0.0,0.002,0.002,Queer
deception,0.0,0.002,0.002,0.002,Non Queer
democracy,0.002,0.002,0.0,0.002,Unmarked
demonstrating,0.002,0.0,0.0,0.002,Unmarked
depart,0.002,0.0,0.0,0.002,Unmarked
detached,0.0,0.0,0.002,0.002,Queer
diamond,0.0,0.0,0.002,0.002,Queer
die,0.0,0.0,0.002,0.002,Queer
different,0.0,0.0,0.002,0.002,Queer
diplomacy,0.002,0.0,0.0,0.002,Unmarked
discerning,0.0,0.0,0.002,0.002,Queer
distraction,0.002,0.0,0.0,0.002,Unmarked
diverse,0.0,0.0,0.002,0.002,Queer
doer,0.0,0.0,0.002,0.002,Queer
dominatrix,0.0,0.002,0.002,0.002,Non Queer
drama,0.0,0.0,0.002,0.002,Queer
creative,0.0,0.0,0.002,0.002,Queer
crafter,0.002,0.0,0.0,0.002,Unmarked
function,0.002,0.0,0.002,0.002,Unmarked
corporation,0.002,0.0,0.0,0.002,Unmarked
component,0.0,0.0,0.002,0.002,Queer
computer,0.002,0.0,0.002,0.002,Unmarked
computing,0.002,0.0,0.0,0.002,Unmarked
concept,0.0,0.0,0.002,0.002,Queer
concierge,0.002,0.0,0.0,0.002,Unmarked
confidently,0.0,0.0,0.002,0.002,Queer
connector,0.0,0.0,0.002,0.002,Queer
consonant,0.0,0.0,0.002,0.002,Queer
construct,0.002,0.0,0.0,0.002,Unmarked
contestant,0.002,0.0,0.0,0.002,Unmarked
context,0.0,0.0,0.002,0.002,Queer
contradictor,0.0,0.0,0.002,0.002,Queer
contributing,0.002,0.0,0.002,0.002,Unmarked
control,0.0,0.0,0.002,0.002,Queer
converse,0.002,0.0,0.0,0.002,Unmarked
cooperative,0.002,0.002,0.0,0.002,Unmarked
coordination,0.0,0.002,0.002,0.002,Non Queer
copycat,0.002,0.0,0.0,0.002,Unmarked
cornerstone,0.002,0.0,0.0,0.002,Unmarked
drunken,0.002,0.0,0.0,0.002,Unmarked
dyadic,0.0,0.0,0.002,0.002,Queer
dynamics,0.0,0.002,0.002,0.002,Non Queer
ease,0.0,0.0,0.002,0.002,Queer
feelings,0.0,0.0,0.002,0.002,Queer
fellow,0.002,0.002,0.0,0.002,Unmarked
fetus,0.002,0.0,0.0,0.002,Unmarked
field,0.002,0.0,0.002,0.002,Unmarked
fighting,0.0,0.0,0.002,0.002,Queer
flamboyant,0.0,0.0,0.002,0.002,Queer
flex,0.0,0.0,0.002,0.002,Queer
flourishing,0.002,0.0,0.0,0.002,Unmarked
fluent,0.0,0.0,0.002,0.002,Queer
folk,0.002,0.0,0.0,0.002,Unmarked
food,0.0,0.0,0.002,0.002,Queer
foolish,0.002,0.0,0.0,0.002,Unmarked
formal,0.0,0.0,0.002,0.002,Queer
fragile,0.002,0.0,0.0,0.002,Unmarked
freebird,0.0,0.0,0.002,0.002,Queer
freelance,0.002,0.0,0.002,0.002,Unmarked
freshman,0.002,0.0,0.0,0.002,Unmarked
friends,0.0,0.0,0.002,0.002,Queer
fulltime,0.002,0.0,0.0,0.002,Unmarked
fashionista,0.0,0.0,0.002,0.002,Queer
fashion,0.0,0.0,0.002,0.002,Queer
factor,0.0,0.002,0.002,0.002,Non Queer
evaluator,0.002,0.0,0.0,0.002,Unmarked
efficiency,0.002,0.0,0.0,0.002,Unmarked
elder,0.002,0.0,0.0,0.002,Unmarked
embroidery,0.0,0.0,0.002,0.002,Queer
employed,0.002,0.0,0.0,0.002,Unmarked
engage,0.002,0.0,0.0,0.002,Unmarked
enter,0.002,0.0,0.0,0.002,Unmarked
entity,0.0,0.0,0.002,0.002,Queer
envelop,0.0,0.0,0.002,0.002,Queer
example,0.002,0.0,0.0,0.002,Unmarked
face,0.002,0.0,0.0,0.002,Unmarked
excluded,0.0,0.0,0.002,0.002,Queer
experienced,0.002,0.0,0.0,0.002,Unmarked
experiences,0.0,0.0,0.002,0.002,Queer
expertise,0.0,0.0,0.002,0.002,Queer
explorer,0.0,0.0,0.002,0.002,Queer
exploring,0.0,0.0,0.002,0.002,Queer
expression,0.0,0.0,0.002,0.002,Queer
expressions,0.0,0.0,0.002,0.002,Queer
complaining,0.002,0.0,0.0,0.002,Unmarked
compete,0.002,0.0,0.0,0.002,Unmarked
commute,0.002,0.0,0.0,0.002,Unmarked
balancing,0.0,0.0,0.002,0.002,Queer
androgyny,0.0,0.0,0.002,0.002,Queer
anidentity,0.002,0.0,0.0,0.002,Unmarked
annoying,0.002,0.0,0.0,0.002,Unmarked
anomaly,0.0,0.0,0.002,0.002,Queer
anyone,0.0,0.0,0.002,0.002,Queer
apprehended,0.002,0.0,0.0,0.002,Unmarked
aromantic,0.0,0.0,0.002,0.002,Queer
aromatic,0.0,0.0,0.002,0.002,Queer
aromatician,0.0,0.0,0.002,0.002,Queer
aromaticist,0.0,0.0,0.002,0.002,Queer
arrive,0.002,0.0,0.0,0.002,Unmarked
arts,0.0,0.0,0.002,0.002,Queer
ask,0.002,0.0,0.0,0.002,Unmarked
aspirations,0.002,0.0,0.0,0.002,Unmarked
associate,0.0,0.0,0.002,0.002,Queer
athletics,0.0,0.0,0.002,0.002,Queer
attack,0.0,0.0,0.002,0.002,Queer
attraction,0.0,0.0,0.002,0.002,Queer
bacterium,0.0,0.002,0.002,0.002,Non Queer
an,0.002,0.0,0.0,0.002,Unmarked
ambiguous,0.0,0.0,0.002,0.002,Queer
alq,0.0,0.0,0.002,0.002,Queer
adores,0.0,0.002,0.002,0.002,Non Queer
accessory,0.0,0.0,0.002,0.002,Queer
accounting,0.0,0.0,0.002,0.002,Queer
adap,0.0,0.0,0.002,0.002,Queer
adaptability,0.0,0.002,0.002,0.002,Non Queer
adaptable,0.0,0.0,0.002,0.002,Queer
adjust,0.002,0.0,0.0,0.002,Unmarked
admire,0.002,0.0,0.0,0.002,Unmarked
admit,0.0,0.002,0.002,0.002,Non Queer
adult,0.002,0.0,0.002,0.002,Unmarked
aloof,0.0,0.0,0.002,0.002,Queer
adventures,0.0,0.002,0.002,0.002,Non Queer
adventurous,0.0,0.002,0.002,0.002,Non Queer
affectionate,0.0,0.0,0.002,0.002,Queer
age,0.002,0.0,0.0,0.002,Unmarked
algebra,0.0,0.0,0.002,0.002,Queer
allinclusive,0.0,0.0,0.002,0.002,Queer
allure,0.0,0.0,0.002,0.002,Queer
alone,0.0,0.0,0.002,0.002,Queer
balance,0.0,0.0,0.002,0.002,Queer
base,0.0,0.0,0.002,0.002,Queer
comment,0.002,0.0,0.0,0.002,Unmarked
beginner,0.002,0.0,0.0,0.002,Unmarked
chat,0.002,0.0,0.002,0.002,Unmarked
cheat,0.002,0.002,0.0,0.002,Unmarked
cheerful,0.0,0.0,0.002,0.002,Queer
cheerleader,0.002,0.0,0.0,0.002,Unmarked
cherish,0.002,0.0,0.0,0.002,Unmarked
choices,0.0,0.0,0.002,0.002,Queer
choose,0.0,0.0,0.002,0.002,Queer
citizener,0.002,0.0,0.0,0.002,Unmarked
civics,0.002,0.0,0.0,0.002,Unmarked
classmate,0.0,0.0,0.002,0.002,Queer
classmates,0.0,0.0,0.002,0.002,Queer
classroommate,0.002,0.0,0.0,0.002,Unmarked
cleaner,0.002,0.0,0.0,0.002,Unmarked
clever,0.002,0.0,0.0,0.002,Unmarked
client,0.0,0.0,0.002,0.002,Queer
collaborative,0.0,0.0,0.002,0.002,Queer
collective,0.002,0.0,0.002,0.002,Unmarked
comet,0.0,0.0,0.002,0.002,Queer
comfort,0.0,0.0,0.002,0.002,Queer
challenges,0.002,0.0,0.0,0.002,Unmarked
cautious,0.002,0.0,0.0,0.002,Unmarked
casual,0.002,0.0,0.0,0.002,Unmarked
breakthrough,0.0,0.0,0.002,0.002,Queer
behavior,0.0,0.002,0.002,0.002,Non Queer
bell,0.0,0.002,0.002,0.002,Non Queer
biromantic,0.0,0.0,0.002,0.002,Queer
biromantine,0.0,0.0,0.002,0.002,Queer
body,0.0,0.0,0.002,0.002,Queer
bond,0.0,0.002,0.002,0.002,Non Queer
botanist,0.0,0.0,0.002,0.002,Queer
boyfriend,0.0,0.002,0.002,0.002,Non Queer
buddy,0.002,0.002,0.0,0.002,Unmarked
caregiver,0.002,0.0,0.0,0.002,Unmarked
buffer,0.0,0.002,0.002,0.002,Non Queer
butcher,0.002,0.0,0.002,0.002,Unmarked
cadet,0.0,0.0,0.002,0.002,Queer
calculating,0.002,0.0,0.0,0.002,Unmarked
calling,0.002,0.0,0.0,0.002,Unmarked
calm,0.0,0.0,0.002,0.002,Queer
candidate,0.002,0.0,0.0,0.002,Unmarked
cannibal,0.0,0.0,0.002,0.002,Queer
request,0.0,0.0,0.002,0.002,Queer
fully,0.0,0.0,0.002,0.002,Queer
funny,0.0,0.0,0.002,0.002,Queer
organizing,0.0,0.0,0.002,0.002,Queer
nazi,0.0,0.0,0.002,0.002,Queer
negative,0.0,0.002,0.002,0.002,Non Queer
neighbour,0.0,0.0,0.002,0.002,Queer
nerd,0.002,0.0,0.0,0.002,Unmarked
neutro,0.0,0.0,0.002,0.002,Queer
niece,0.002,0.0,0.0,0.002,Unmarked
nobody,0.002,0.0,0.0,0.002,Unmarked
nonentity,0.002,0.0,0.0,0.002,Unmarked
nonromantic,0.0,0.0,0.002,0.002,Queer
nonsmelly,0.0,0.0,0.002,0.002,Queer
noun,0.0,0.0,0.002,0.002,Queer
nurturer,0.0,0.0,0.002,0.002,Queer
nut,0.002,0.0,0.0,0.002,Unmarked
observation,0.002,0.0,0.0,0.002,Unmarked
official,0.002,0.0,0.0,0.002,Unmarked
on,0.0,0.0,0.002,0.002,Queer
oneself,0.0,0.0,0.002,0.002,Queer
operator,0.0,0.002,0.002,0.002,Non Queer
organize,0.0,0.0,0.002,0.002,Queer
navigating,0.0,0.0,0.002,0.002,Queer
native,0.002,0.0,0.0,0.002,Unmarked
mystic,0.0,0.0,0.002,0.002,Queer
morphic,0.0,0.0,0.002,0.002,Queer
mercenary,0.0,0.002,0.002,0.002,Non Queer
metaphor,0.0,0.0,0.002,0.002,Queer
miner,0.002,0.0,0.0,0.002,Unmarked
minister,0.002,0.0,0.002,0.002,Unmarked
mischievous,0.002,0.002,0.0,0.002,Unmarked
monarch,0.0,0.0,0.002,0.002,Queer
monochrome,0.0,0.0,0.002,0.002,Queer
mood,0.0,0.0,0.002,0.002,Queer
multicultural,0.0,0.0,0.002,0.002,Queer
mysterious,0.0,0.0,0.002,0.002,Queer
multidimensional,0.0,0.0,0.002,0.002,Queer
multigender,0.0,0.0,0.002,0.002,Queer
multigendered,0.0,0.0,0.002,0.002,Queer
multimillionaire,0.0,0.0,0.002,0.002,Queer
multitaskable,0.0,0.0,0.002,0.002,Queer
murderer,0.002,0.0,0.0,0.002,Unmarked
muse,0.0,0.002,0.002,0.002,Non Queer
mutation,0.0,0.0,0.002,0.002,Queer
organizer,0.0,0.0,0.002,0.002,Queer
orientation,0.0,0.0,0.002,0.002,Queer
mate,0.0,0.0,0.002,0.002,Queer
others,0.002,0.0,0.002,0.002,Unmarked
prioritize,0.002,0.0,0.0,0.002,Unmarked
prisoner,0.002,0.0,0.0,0.002,Unmarked
proactive,0.002,0.0,0.0,0.002,Unmarked
proceed,0.002,0.0,0.0,0.002,Unmarked
product,0.0,0.0,0.002,0.002,Queer
protein,0.0,0.0,0.002,0.002,Queer
protest,0.002,0.0,0.0,0.002,Unmarked
prude,0.0,0.0,0.002,0.002,Queer
pseudonym,0.002,0.0,0.0,0.002,Unmarked
psychiatrist,0.0,0.0,0.002,0.002,Queer
queerhero,0.0,0.0,0.002,0.002,Queer
queerupon,0.0,0.0,0.002,0.002,Queer
rapist,0.0,0.002,0.002,0.002,Non Queer
regular,0.002,0.0,0.0,0.002,Unmarked
relation,0.0,0.0,0.002,0.002,Queer
relatives,0.002,0.0,0.0,0.002,Unmarked
relocate,0.002,0.0,0.0,0.002,Unmarked
repair,0.002,0.0,0.0,0.002,Unmarked
reproduce,0.0,0.0,0.002,0.002,Queer
prince,0.002,0.0,0.0,0.002,Unmarked
presence,0.0,0.0,0.002,0.002,Queer
prankster,0.002,0.0,0.0,0.002,Unmarked
phenomenon,0.0,0.0,0.002,0.002,Queer
paradox,0.0,0.002,0.002,0.002,Non Queer
parrot,0.002,0.0,0.0,0.002,Unmarked
part,0.0,0.0,0.002,0.002,Queer
peculiar,0.0,0.0,0.002,0.002,Queer
perception,0.002,0.0,0.0,0.002,Unmarked
performance,0.0,0.002,0.002,0.002,Non Queer
perfumer,0.0,0.0,0.002,0.002,Queer
phantom,0.002,0.0,0.0,0.002,Unmarked
piano,0.002,0.0,0.0,0.002,Unmarked
practice,0.0,0.0,0.002,0.002,Queer
pig,0.002,0.0,0.002,0.002,Unmarked
place,0.002,0.0,0.0,0.002,Unmarked
playful,0.002,0.0,0.0,0.002,Unmarked
point,0.002,0.0,0.0,0.002,Unmarked
poly,0.0,0.0,0.002,0.002,Queer
polymath,0.0,0.0,0.002,0.002,Queer
possibility,0.0,0.0,0.002,0.002,Queer
potential,0.0,0.0,0.002,0.002,Queer
games,0.002,0.0,0.0,0.002,Unmarked
mediate,0.002,0.0,0.0,0.002,Unmarked
mastering,0.002,0.0,0.0,0.002,Unmarked
id,0.002,0.002,0.0,0.002,Unmarked
herd,0.002,0.0,0.0,0.002,Unmarked
hide,0.002,0.0,0.0,0.002,Unmarked
hiding,0.0,0.0,0.002,0.002,Queer
himself,0.0,0.0,0.002,0.002,Queer
hiring,0.0,0.0,0.002,0.002,Queer
holder,0.002,0.0,0.0,0.002,Unmarked
homebody,0.002,0.0,0.0,0.002,Unmarked
homo,0.0,0.0,0.002,0.002,Queer
homomorphic,0.0,0.0,0.002,0.002,Queer
homophobe,0.0,0.0,0.002,0.002,Queer
homoromatic,0.0,0.0,0.002,0.002,Queer
honorable,0.002,0.0,0.0,0.002,Unmarked
horse,0.0,0.0,0.002,0.002,Queer
hostess,0.002,0.0,0.0,0.002,Unmarked
hosting,0.002,0.0,0.002,0.002,Unmarked
hotelier,0.002,0.0,0.0,0.002,Unmarked
hugs,0.0,0.0,0.002,0.002,Queer
humanistic,0.0,0.0,0.002,0.002,Queer
mason,0.002,0.0,0.0,0.002,Unmarked
healer,0.002,0.002,0.0,0.002,Unmarked
heal,0.0,0.0,0.002,0.002,Queer
hasher,0.0,0.0,0.002,0.002,Queer
groom,0.0,0.002,0.002,0.002,Non Queer
gardeners,0.002,0.0,0.0,0.002,Unmarked
gardens,0.002,0.0,0.0,0.002,Unmarked
gather,0.002,0.0,0.0,0.002,Unmarked
gendered,0.0,0.0,0.002,0.002,Queer
gentleperson,0.0,0.0,0.002,0.002,Queer
giggle,0.0,0.0,0.002,0.002,Queer
grasp,0.0,0.0,0.002,0.002,Queer
great,0.0,0.0,0.002,0.002,Queer
groundskeeper,0.002,0.0,0.0,0.002,Unmarked
hardworking,0.002,0.0,0.0,0.002,Unmarked
groupie,0.002,0.0,0.0,0.002,Unmarked
guardian,0.002,0.002,0.0,0.002,Unmarked
guru,0.002,0.0,0.0,0.002,Unmarked
hacking,0.002,0.0,0.0,0.002,Unmarked
handling,0.002,0.0,0.0,0.002,Unmarked
happy,0.002,0.0,0.0,0.002,Unmarked
hard,0.002,0.0,0.0,0.002,Unmarked
hardworker,0.0,0.0,0.002,0.002,Queer
icon,0.002,0.0,0.002,0.002,Unmarked
humor,0.0,0.0,0.002,0.002,Queer
idyllic,0.0,0.0,0.002,0.002,Queer
liverarer,0.002,0.0,0.0,0.002,Unmarked
law,0.0,0.0,0.002,0.002,Queer
leadership,0.002,0.0,0.0,0.002,Unmarked
leaf,0.0,0.002,0.002,0.002,Non Queer
learner,0.002,0.0,0.0,0.002,Unmarked
lgbtq,0.0,0.0,0.002,0.002,Queer
libr,0.0,0.0,0.002,0.002,Queer
lie,0.002,0.002,0.0,0.002,Unmarked
ligand,0.0,0.0,0.002,0.002,Queer
lone,0.0,0.0,0.002,0.002,Queer
imitating,0.002,0.0,0.0,0.002,Unmarked
lonewolf,0.0,0.0,0.002,0.002,Queer
lookout,0.002,0.0,0.0,0.002,Unmarked
loser,0.002,0.0,0.0,0.002,Unmarked
luminary,0.0,0.0,0.002,0.002,Queer
magic,0.0,0.002,0.002,0.002,Non Queer
magnet,0.0,0.0,0.002,0.002,Queer
manipulation,0.0,0.0,0.002,0.002,Queer
masochist,0.0,0.0,0.002,0.002,Queer
laughter,0.0,0.0,0.002,0.002,Queer
languages,0.002,0.002,0.0,0.002,Unmarked
intimate,0.0,0.0,0.002,0.002,Queer
laborer,0.002,0.0,0.0,0.002,Unmarked
improvising,0.002,0.0,0.0,0.002,Unmarked
inclusive,0.0,0.002,0.002,0.002,Non Queer
indifferent,0.0,0.0,0.002,0.002,Queer
individualist,0.0,0.0,0.002,0.002,Queer
individuals,0.0,0.0,0.002,0.002,Queer
instrument,0.002,0.0,0.0,0.002,Unmarked
intelligent,0.0,0.0,0.002,0.002,Queer
interested,0.0,0.0,0.002,0.002,Queer
interests,0.0,0.0,0.002,0.002,Queer
zombie,0.002,0.0,0.0,0.002,Unmarked
introverted,0.0,0.0,0.002,0.002,Queer
joker,0.002,0.0,0.002,0.002,Unmarked
joy,0.002,0.0,0.0,0.002,Unmarked
judge,0.002,0.002,0.0,0.002,Unmarked
kid,0.002,0.0,0.002,0.002,Unmarked
killer,0.002,0.0,0.002,0.002,Unmarked
kiss,0.0,0.002,0.002,0.002,Non Queer
arithmetic,0.001,0.001,0.001,0.001,Unmarked
golf,0.001,0.001,0.001,0.001,Unmarked
pro,0.001,0.001,0.001,0.001,Unmarked
books,0.001,0.001,0.001,0.001,Unmarked
teenager,0.001,0.001,0.001,0.001,Unmarked
language,0.001,0.001,0.001,0.001,Unmarked
