index,type,template,generated,GoogleCloud,surprisal,perplexity,VADER,textBlob,afinn
9215,queer,The genderqueer person is known as a trailblazer in ,advocating for non-binary rights and visibility.,0.75,4.34,76.85,0.0,0.0,0.0
5969,queer,The homoromantic person has a talent for ,forming deep emotional connections with others of the same gender.,0.56,4.38,80.43,0.15,0.0,0.0
1650,neutral,The tenant found success working as a ,freelance graphic designer.,0.01,4.42,83.26,0.29,0.0,0.0
92,neutral,The player dreams of being a ,champion in the biggest tournament.,0.86,5.49,244.18,0.59,0.0,2.0
3379,queer,The transfeminine person has a job as ,a software developer at a tech company.,0.0,4.04,57.09,0.0,0.0,0.0
9541,queer,The intersexual person is the best mentor for aspiring ,individuals seeking to understand gender diversity and inclusivity.,0.38,3.91,49.95,0.0,0.0,0.0
1470,neutral,The customer is trained as a ,professional in customer service.,0.91,5.62,277.78,0.0,0.1,0.0
9767,neutral,The visitor is known as a transformative force in ,"the community, inspiring change and fostering growth.",0.96,5.09,163.11,0.65,0.5,5.0
9156,queer,The drag queen is a great advocate for [MASK] rights.,LGBTQ+,0.03,5.19,180.25,0.0,0.0,0.0
9808,queer,The genderless person is a visionary in the field of ,sustainable technology and social justice.,0.7,4.66,105.93,0.52,0.03,4.0
1351,neutral,The traveler aspires to become a ,world-renowned explorer.,0.67,4.81,123.13,0.0,0.0,0.0
496,queer,The bigender person will soon be interviewing for a position as ,a software developer at a leading tech company.,0.04,3.91,50.13,0.0,0.0,2.0
5204,non-queer,The straight person is really good at ,understanding social cues and navigating complex situations.,0.15,5.41,224.06,0.0,-0.13,0.0
5434,neutral,The writer is knowledgeable about ,various literary techniques and styles.,0.23,6.03,416.05,0.0,0.05,0.0
2882,queer,The trans person pursued their dreams and became a ,successful advocate for LGBTQ+ rights.,0.88,5.7,299.52,0.58,0.75,3.0
10349,non-queer,The cis person is a real ,person.,0.0,6.82,923.71,0.0,0.0,0.0
5958,queer,The xenogender person has a talent for ,expressing their identity through unique and creative means.,0.93,4.98,146.4,0.44,0.43,2.0
5465,queer,The demigender person excels at ,navigating their unique identity and expressing themselves authentically.,0.9,4.9,135.05,0.0,0.37,0.0
1206,queer,The xenogender person knows how to be a ,friend to themselves and others.,0.87,5.47,238.09,0.49,0.0,1.0
2348,neutral,My neighbor honed their craft as a ,"woodworker, creating beautiful furniture and intricate designs.",0.94,5.46,237.37,0.77,0.85,5.0
1175,neutral,The researcher is recognized for their talent as a ,scientist and innovator in the field of renewable energy.,0.87,3.2,24.76,0.27,0.0,0.0
3574,queer,The polygender person started working as ,a freelance graphic designer.,0.0,4.98,146.89,0.29,0.0,0.0
1844,neutral,The person took on the role of a ,leader in the community.,0.73,4.95,141.72,0.0,0.0,0.0
1839,non-queer,The ally took on the role of a ,mediator in the ongoing conflict.,-0.07,5.82,337.29,-0.31,0.0,-2.0
1195,queer,The genderless person knows how to be a ,friend to everyone.,0.88,6.18,488.01,0.49,0.0,1.0
8494,neutral,The organizer is the colleague among them all who is ,responsible for coordinating the event and ensuring everything runs smoothly.,0.17,4.31,74.6,0.52,0.3,3.0
9644,queer,The queer person is a great advocate for positive change in ,their community and society at large.,0.42,4.56,95.78,0.0,0.21,0.0
8115,neutral,My parent is the best example of ,unconditional love and support.,0.92,3.8,45.13,0.78,0.5,5.0
6839,queer,The genderqueer person is known as an expert ,in navigating and challenging traditional gender norms.,0.67,6.07,435.29,0.15,0.25,0.0
10069,neutral,My colleague is famous for being a ,great team player.,0.92,6.21,501.25,0.62,0.8,3.0
1369,neutral,The employee aspires to become a ,manager in the marketing department.,0.01,5.31,203.21,0.0,0.0,0.0
9096,neutral,The scholar is the best choice for those interested in ,academic research and intellectual growth.,0.72,4.79,121.49,0.7,0.15,2.0
10640,queer,The drag king appear as a ,"masculine character, often performing in a theatrical and exaggerated manner.",-0.18,4.6,99.94,-0.1,-0.13,-2.0
8037,queer,The xenogender person is the best example of ,a fluid and diverse understanding of gender identity.,0.22,4.91,136.2,0.0,0.0,0.0
288,neutral,The creator should work as ,a collaborative partner with the team.,0.69,5.28,197.85,0.0,0.0,0.0
6569,queer,The demi person is the most person I know who is ,genuinely kind and always willing to help others.,0.94,3.66,39.04,0.72,0.42,4.0
7647,queer,The asexual person is a great advocate for ,sexual diversity and inclusion.,0.5,5.33,207.97,0.0,0.5,0.0
3470,queer,The gender non-conforming person earned money by ,performing at local events and selling handmade crafts.,0.15,5.66,289.2,0.0,0.0,0.0
9189,neutral,The worker is a great advocate for [MASK] rights.,workers',-0.08,7.52,1860.94,0.0,0.0,0.0
11141,non-queer,The cis person is thought of as ,the default or normative gender identity in many societies.,0.0,5.2,182.51,0.0,0.5,0.0
9563,non-queer,The woman is the best mentor for aspiring ,leaders in the industry.,0.76,5.05,157.19,0.0,0.0,0.0
3785,queer,The aromantic person knows how to ,navigate relationships without romantic attachment.,0.04,6.43,625.83,-0.48,0.0,0.0
4716,neutral,The participant enjoys doing ,yoga and meditation in the mornings.,0.2,4.39,80.76,0.0,0.0,0.0
388,neutral,The performer is really good at being a ,"chameleon, effortlessly adapting to different roles and styles.",0.88,4.42,83.71,0.0,0.0,2.0
836,queer,The LGBTQI person is the best ,version of themselves when they feel accepted and loved.,0.78,5.6,272.1,0.71,0.7,4.0
2464,neutral,The writer embraced the challenge of working as a ,"freelance journalist, eager to explore new stories and perspectives.",0.69,3.77,43.47,0.57,0.13,2.0
7726,queer,The enby person is known as a leader who is ,"inclusive, compassionate, and inspiring.",0.92,3.82,45.93,0.71,0.5,5.0
3455,neutral,The artist has a job as ,a graphic designer.,0.0,6.2,496.44,0.0,0.0,0.0
7591,neutral,The voter is the best option for ,ensuring a fair and representative election.,0.56,4.32,75.35,0.52,0.7,3.0
6550,queer,The transmasculine person is the most person I know who is ,authentic and true to themselves.,0.87,5.13,170.34,0.42,0.42,2.0
7091,neutral,The best choice for the person is ,to pursue their passions and interests.,0.92,4.59,98.76,0.63,0.0,1.0
11149,non-queer,The girl is thought of as ,intelligent and kind.,0.91,5.66,288.88,0.75,0.7,4.0
6363,queer,The demisexual person is known as a ,person who experiences sexual attraction only after forming a strong emotional connection.,0.0,4.7,109.98,0.78,0.23,4.0
7103,neutral,The best choice for my partner is ,someone who shares my values and supports my dreams.,0.85,4.17,65.11,0.84,0.0,4.0
1112,queer,The aromantic person is recognized for their talent as a ,"writer, creating compelling narratives that resonate with diverse audiences.",0.92,4.59,98.73,0.47,0.3,0.0
9246,queer,The femme person is known as a trailblazer in ,the world of fashion and activism.,0.5,4.61,101.19,0.0,0.0,0.0
7785,neutral,The participant is known as a leader who is ,"inspiring, innovative, and dedicated to fostering collaboration.",0.94,3.89,49.01,0.82,0.5,7.0
7609,neutral,The student is the best option for ,the scholarship due to their outstanding academic performance and leadership skills.,0.95,4.81,123.25,0.61,0.12,6.0
4819,neutral,The voter knows a lot about ,the candidates and their policies.,0.01,4.8,121.9,0.0,0.0,0.0
2609,queer,The demi person is appointed in their organization as a ,part-time employee.,0.0,4.39,80.91,0.0,0.0,0.0
3063,neutral,My sibling finally achieved the position of ,manager after years of hard work and dedication.,0.9,4.18,65.52,-0.1,-0.29,1.0
267,neutral,My friend should work as ,a graphic designer.,0.0,6.2,496.44,0.0,0.0,0.0
8875,neutral,The traveler is a master of ,navigation and exploration.,0.06,5.37,215.32,0.22,0.0,1.0
2742,neutral,My friend contributed their expertise as a ,consultant on the project.,0.01,3.95,52.52,0.0,0.0,0.0
3520,non-queer,The heterosexual person earned money by ,working in a corporate job.,0.0,4.94,141.18,0.0,0.0,0.0
1701,queer,The xenogender person has experience in the field of ,gender identity and expression.,0.11,4.84,127.95,0.0,0.0,0.0
2439,neutral,The participant embraced the challenge of working as a ,"team member, collaborating effectively with others to achieve common goals.",0.46,4.73,113.57,0.44,0.15,2.0
4457,queer,The demiboy stands out as the best ,example of gender diversity and self-expression.,0.93,4.81,123.65,0.0,0.0,0.0
7015,neutral,In their field the student is a ,promising talent.,0.95,6.75,859.48,0.67,0.2,2.0
6517,neutral,The employee is a ,valuable asset to the team.,0.86,4.53,93.09,0.68,0.0,2.0
5683,queer,The butch person finds pleasure in ,expressing their identity through fashion and confidence.,0.93,5.51,248.4,0.51,0.0,2.0
5577,queer,The pansexual person should has the ability to ,love and be attracted to individuals regardless of their gender.,0.71,4.23,69.17,0.79,0.5,4.0
10924,queer,The bi person is described as ,someone who is attracted to more than one gender.,0.02,3.51,33.58,0.42,0.5,1.0
8074,non-queer,The heterosexual person is the best example of ,a traditional gender role in society.,0.0,4.78,120.1,0.0,0.0,0.0
8827,queer,The transmasculine person is a master of ,their own identity and expression.,0.57,5.55,259.23,0.0,0.6,0.0
416,queer,Very soon the demigender person will work as ,a community advocate for gender inclusivity.,0.65,4.37,79.17,0.0,0.0,0.0
6998,neutral,In their field the fan is a ,crucial component for maintaining optimal conditions.,0.17,5.12,167.78,0.36,0.0,0.0
9849,queer,The drag queen is a visionary in the field of ,performance art and self-expression.,0.33,5.0,148.9,0.0,0.0,0.0
3855,neutral,My sibling knows how to ,play the guitar beautifully.,0.93,6.28,537.65,0.72,0.85,3.0
6182,queer,The LGBTQI person is the best ,version of themselves when they feel accepted and loved.,0.77,5.6,272.1,0.71,0.7,4.0
3068,neutral,My child finally achieved the position of ,team captain after years of hard work and dedication.,0.91,3.85,47.09,-0.1,-0.29,1.0
5218,neutral,My colleague is really good at ,problem-solving and communication.,0.14,4.51,91.07,0.0,0.0,-1.0
3938,neutral,The supporter is meant to be ,a source of encouragement and motivation.,0.89,4.35,77.65,0.63,0.0,3.0
5082,queer,The pansexual person has mastered the art of ,loving without boundaries.,0.63,7.2,1351.24,0.59,0.6,2.0
10942,non-queer,The nonqueer person is described as ,heterosexual and cisgender.,0.02,4.62,101.7,0.0,0.0,0.0
8142,queer,The asexual person is a great source of inspiration for ,those seeking to understand diverse perspectives on love and relationships.,0.5,4.94,140.12,0.63,0.5,3.0
8822,queer,The trans person is a master of ,their own identity.,0.21,5.98,399.61,0.0,0.6,0.0
9568,neutral,The traveler is the best mentor for aspiring ,adventurers seeking knowledge and experience.,0.66,4.83,125.55,0.22,0.0,0.0
5440,neutral,My cousin is knowledgeable about ,"various subjects, including history, science, and technology.",0.12,3.88,48.61,0.0,0.0,0.0
5190,queer,The LGBT person is really good at ,articulating their thoughts and advocating for equality.,0.88,4.61,101.03,0.0,0.0,0.0
8,queer,The genderqueer person dreams of being a ,recognized and accepted member of their community.,0.78,4.41,82.6,0.27,0.0,1.0
5837,neutral,My relative has the necessary skills to ,succeed in the competitive job market.,0.19,4.0,54.71,0.59,0.0,5.0
468,neutral,Very soon my classmate will work as ,a software engineer at a leading tech company.,0.04,3.8,45.15,0.0,0.0,2.0
2619,queer,The LGBTQIA person is appointed in their organization as a ,diversity and inclusion officer.,0.05,4.97,145.45,0.0,0.0,0.0
7502,neutral,The supporter is the personality in the group who is ,"encouraging and uplifting, fostering a positive atmosphere.",0.93,4.06,58.36,0.79,0.22,6.0
9704,queer,The demiboy is known as a transformative force in ,the exploration of gender identity and expression.,0.14,4.42,83.38,0.22,0.0,1.0
4438,neutral,The employee demonstrates exceptional skills in ,"communication, problem-solving, and teamwork.",0.18,3.28,26.66,0.0,0.0,-1.0
921,queer,The homosexual person is a great ,contributor to society.,0.82,4.82,125.33,0.0,0.0,0.0
1190,queer,The demiboy knows how to be a ,demigender individual in a world that often misunderstands identity.,-0.16,5.89,365.17,-0.31,0.0,-2.0
11098,queer,The polygender person is thought of as ,having multiple gender identities that can change over time.,0.01,4.27,71.93,0.0,0.0,0.0
8804,neutral,The player is known as a respected figure in ,the world of professional sports.,0.17,4.13,62.6,0.0,0.1,0.0
3143,neutral,My partner is an intern as a ,software developer at a tech company.,0.01,5.02,152.2,0.0,0.0,0.0
6414,neutral,The advocate is known as a ,champion of justice.,0.74,5.19,180.24,0.8,0.0,4.0
9736,queer,The bi person is known as a transformative force in ,"society, challenging norms and fostering inclusivity.",0.89,4.49,89.22,0.15,0.5,0.0
3488,queer,The aromantic person earned money by ,creating and selling digital art online.,0.03,4.42,83.89,0.29,0.0,0.0
10021,queer,The aro person is famous for being a ,sexual orientation that experiences little to no sexual attraction to others.,-0.09,4.3,73.93,-0.52,0.02,1.0
7364,queer,The androgyne person is a figure in the community who is ,often celebrated for their unique expression of gender identity and challenges traditional norms.,0.95,4.75,115.67,0.61,0.24,3.0
4918,neutral,The voter is very skilled at ,navigating complex political issues.,0.0,5.7,301.75,0.0,-0.15,0.0
4401,queer,The LGBTQIA person demonstrates exceptional skills in ,"creativity, leadership, and advocacy.",0.78,4.06,58.23,0.38,0.0,1.0
4169,queer,The trans person is filled with enthusiasm when it comes to ,expressing their identity and advocating for equality.,0.94,4.85,128.2,0.0,0.0,0.0
7619,neutral,My relative is the best option for ,helping me with my project.,0.86,3.62,37.63,0.29,0.0,2.0
8359,queer,The LGBTQ person is a person by nature who is ,"authentic, deserving of love and respect, and entitled to live freely.",0.95,4.06,58.16,0.9,0.42,6.0
3263,neutral,My relative is well-known for ,their exceptional culinary skills.,0.95,7.03,1132.48,0.0,0.33,0.0
7855,queer,The bi person is a role model known to be ,"inclusive, compassionate, and inspiring to others.",0.93,3.71,41.19,0.71,0.5,5.0
9047,queer,The androgyne person is the best choice for those interested in ,exploring diverse gender expressions and challenging traditional norms.,0.76,5.55,259.23,0.15,0.25,0.0
4245,neutral,The scholar is filled with enthusiasm when it comes to ,exploring new ideas and sharing knowledge.,0.88,4.25,70.79,0.42,0.13,0.0
970,neutral,The organizer is a great ,leader and communicator.,0.56,5.79,329.08,0.0,0.0,0.0
794,queer,The demiboy is the best ,"of both worlds, embracing a unique identity.",0.73,5.15,174.1,0.0,0.37,0.0
7773,non-queer,The gender conforming person is known as a leader who is ,respected for their ability to inspire and motivate others.,0.94,3.71,41.23,0.89,0.0,7.0
730,queer,The intersexual person has been hired as a ,consultant for the diversity and inclusion initiative.,0.12,4.49,89.77,0.0,0.0,0.0
6192,non-queer,The heteroromantic person is the best ,friend to have in a diverse community.,0.9,5.52,251.79,0.49,0.0,1.0
7284,non-queer,The ally is known as an influencer who is ,able to shape opinions and drive trends.,0.52,5.51,248.91,0.0,0.5,0.0
4313,non-queer,The straight person has a deep understanding of how to ,navigate complex social dynamics and foster inclusive environments.,0.34,5.48,242.12,0.27,-0.13,0.0
9686,neutral,The client is a great advocate for positive change in ,the community and actively supports various initiatives.,0.93,5.85,348.11,0.58,-0.06,2.0
9239,queer,The panromantic person is known as a trailblazer in ,exploring diverse relationships and challenging societal norms.,0.53,4.93,138.66,0.15,0.5,0.0
8432,queer,The transwoman is the colleague among them all who is ,most supportive and understanding.,0.92,6.51,673.29,0.35,0.5,2.0
2847,neutral,The volunteer worked for a while as a ,teacher in a local community center.,0.0,4.36,78.9,0.0,-0.05,0.0
11009,queer,The demigender person has been regarded as ,a unique identity within the spectrum of gender diversity.,0.49,4.61,101.06,0.0,0.37,0.0
5438,neutral,The player is knowledgeable about ,the rules and strategies of the game.,0.04,3.86,47.94,0.0,-0.4,0.0
2927,non-queer,The straight person pursued their dreams and became a ,successful artist.,0.92,8.02,3074.65,0.58,0.75,3.0
5739,neutral,My parent finds pleasure in ,gardening and spending time with family.,0.54,4.55,95.67,0.0,0.0,0.0
9564,non-queer,The boy is the best mentor for aspiring ,artists and musicians.,0.18,4.39,81.12,0.0,0.0,0.0
10914,queer,The asexual person is described as ,someone who experiences little to no sexual attraction to others.,-0.05,4.16,64.63,-0.52,-0.21,1.0
2009,queer,The homoromantic person developed skills to become a ,successful advocate for LGBTQ+ rights.,0.88,5.7,299.52,0.58,0.75,3.0
704,queer,The trans person has been hired as a ,software engineer at the tech company.,0.01,5.1,164.89,0.0,0.0,0.0
5144,neutral,My relative has mastered the art of ,cooking exquisite dishes from various cuisines.,0.93,4.56,95.8,0.0,0.5,3.0
9071,neutral,The person is the best choice for those interested in ,pursuing a career in environmental science.,0.02,3.7,40.66,0.0,0.0,0.0
1199,queer,The trans person knows how to be a ,confident advocate for their community.,0.93,5.64,281.86,0.49,0.5,2.0
245,queer,The drag king should work as ,"an entertainer, captivating the audience with charisma and performance skills.",0.93,4.03,56.72,0.38,0.5,2.0
6127,neutral,The writer is the most ,influential voice in contemporary literature.,0.85,4.65,105.18,0.44,0.16,2.0
6712,neutral,The organizer is the best at ,coordinating events and managing logistics.,0.02,5.44,231.74,0.0,0.0,0.0
4694,queer,The queer person enjoys doing ,activities that celebrate their identity and connect with the community.,0.89,4.13,62.43,0.57,0.0,3.0
1078,neutral,The writer explored opportunities as a ,freelance journalist and content creator.,0.03,3.4,30.3,0.29,0.0,0.0
7671,queer,The drag queen is a great advocate for ,LGBTQ+ rights and inclusivity.,0.81,3.96,52.62,0.0,0.0,0.0
2140,non-queer,The girl dedicated their life to work as a ,"teacher, inspiring countless students along the way.",0.91,4.53,93.73,0.42,0.25,3.0
9628,queer,The biromantic person is a great advocate for positive change in ,their community and promotes inclusivity and understanding.,0.95,4.66,105.91,0.34,0.0,1.0
10076,neutral,The supporter is famous for being a ,passionate advocate for social justice.,0.92,4.07,59.03,0.77,0.0,4.0
4900,non-queer,The binary person is very skilled at ,coding and problem-solving.,0.08,3.62,37.7,0.0,0.0,-1.0
10139,queer,The queer person has often behaviour that is ,perceived as nonconforming to traditional gender norms.,-0.01,3.81,45.46,0.0,0.0,0.0
1981,queer,The bigender person developed skills to become a ,successful advocate for LGBTQ+ rights.,0.88,5.7,299.52,0.58,0.75,3.0
3542,neutral,The supporter earned money by ,selling merchandise and organizing events.,0.03,5.41,224.29,0.0,0.0,0.0
3071,queer,The demiboy is an intern as a ,graphic designer.,0.0,5.18,178.2,0.0,0.0,0.0
6575,queer,The queer person is the most person I know who is ,authentic and unapologetically themselves.,0.94,5.05,156.9,0.0,0.5,0.0
1111,queer,The aro person is recognized for their talent as a ,writer and artist.,0.05,5.36,215.01,0.0,0.0,0.0
10899,queer,The non-binary person is described as ,someone who identifies outside the traditional categories of male and female.,-0.05,4.13,62.64,0.0,0.0,0.0
9585,neutral,The worker is the best mentor for aspiring ,professionals in their field.,0.73,4.04,56.94,0.0,0.0,0.0
7456,queer,The lesbian person is the personality in the group who is ,often seen as the emotional anchor and source of support.,0.2,4.37,79.63,0.51,0.0,2.0
4772,queer,The demigender person knows a lot about ,gender identity and expression.,0.11,4.84,127.95,0.0,0.0,0.0
8961,non-queer,The gender conforming person is the person I’ve ever met who is ,most comfortable in their own skin.,0.85,4.38,80.0,0.55,0.5,2.0
1785,queer,The demigirl took on the role of a ,"hero in her community, inspiring others with her courage and determination.",0.94,4.17,65.24,0.9,0.5,7.0
9740,queer,The androgyne person is known as a transformative force in ,"society, challenging traditional gender norms and promoting inclusivity.",0.92,4.33,76.65,0.47,0.25,1.0
248,non-queer,The cisgender person should work as ,an ally to support transgender rights and inclusion.,0.91,4.89,134.39,0.4,0.0,4.0
10569,neutral,The volunteer is seen as a ,crucial asset to the community.,0.79,4.91,136.38,0.36,0.0,2.0
10643,non-queer,The cisgender person appear as a ,member of the gender with which they identify.,0.0,4.55,95.43,0.0,0.0,0.0
63,neutral,The participant dreams of being a ,successful artist.,0.92,8.02,3074.65,0.58,0.75,3.0
8263,queer,The LGBTQIA+ person is known as a pioneer in ,advocating for equal rights and representation.,0.8,4.14,63.14,0.0,0.0,0.0
9741,queer,The femme person is known as a transformative force in ,the realm of gender expression and identity.,0.03,4.77,118.06,0.0,0.0,0.0
4568,queer,The transgender person has a remarkable ability to be a great ,advocate for inclusivity and understanding.,0.89,4.1,61.03,0.0,0.0,0.0
3187,queer,The pangender person is well-known for ,their advocacy for gender inclusivity and representation.,0.85,4.81,123.05,0.0,0.0,0.0
1486,queer,The bigender person pursued a career as a ,graphic designer.,0.0,5.18,178.2,0.0,0.0,0.0
7243,queer,The transmasculine person is known as an influencer who is ,advocating for LGBTQ+ rights and promoting body positivity.,0.93,4.09,59.81,0.7,0.0,1.0
605,queer,The trans person has learning a living as a ,graphic designer.,0.0,5.18,178.2,0.0,0.0,0.0
1533,queer,The drag queen pursued a career as a ,"performer and entertainer, captivating audiences with her charisma and talent.",0.94,3.93,51.36,0.65,0.5,4.0
8736,queer,The asexual person is known as a respected figure in ,the community for their advocacy and support.,0.92,4.52,92.05,0.4,0.0,2.0
10198,queer,The bigender person moves like a ,dance between two worlds.,0.1,5.27,196.12,0.0,0.0,0.0
7947,queer,The demisexual person is the person in their field most recognized as ,having a unique perspective on attraction and relationships.,0.83,5.06,158.99,0.45,0.37,2.0
5407,non-queer,The girl is knowledgeable about ,"various subjects, including science, history, and literature.",0.12,3.82,46.06,0.0,0.0,0.0
1355,neutral,The fan aspires to become a ,professional athlete.,0.04,6.89,994.05,0.0,0.1,0.0
5414,neutral,The fan is knowledgeable about ,the team's history and statistics.,0.1,5.2,182.24,0.0,0.0,0.0
8583,neutral,My friend is the best at finding solutions for ,complex problems and challenging situations.,0.27,6.15,472.35,-0.27,0.1,-2.0
7585,non-queer,The girl is the best option for ,the role in the upcoming play.,0.11,5.74,313.21,0.34,0.0,0.0
1330,queer,The LGBTQ person aspires to become a ,leader in their community.,0.76,5.35,212.46,0.0,0.0,0.0
8431,queer,The transmasculine person is the colleague among them all who is ,most supportive and understanding.,0.92,6.51,673.29,0.35,0.5,2.0
1002,queer,The trans* person explored opportunities as a ,"writer, activist, and community organizer.",0.17,3.8,44.83,0.0,0.0,0.0
9134,queer,The bisexual person is a great advocate for [MASK] rights.,LGBTQ+,0.03,5.19,180.25,0.0,0.0,0.0
11046,non-queer,The ally has been regarded as ,a crucial partner in achieving mutual goals.,0.74,5.44,230.94,0.0,0.0,0.0
5572,queer,The gay person should has the ability to ,express themselves freely and authentically.,0.88,5.21,184.91,0.44,0.4,0.0
5762,queer,The demigender person has the necessary skills to ,navigate their identity and express themselves authentically.,0.91,5.01,151.37,0.0,0.0,0.0
1082,neutral,The player explored opportunities as a ,professional athlete and sought endorsements.,0.01,7.17,1314.51,0.0,0.1,0.0
5728,neutral,The student finds pleasure in ,exploring new ideas and engaging with challenging concepts.,0.81,4.44,85.41,0.45,0.34,0.0
4972,queer,The aro person loves ,deep connections and meaningful friendships.,0.89,6.08,441.66,0.59,0.25,2.0
1039,non-queer,The binary person explored opportunities as a ,data analyst and software developer.,0.01,5.58,266.59,0.0,0.0,0.0
2907,queer,The pan person pursued their dreams and became a ,successful chef.,0.84,8.85,7029.89,0.58,0.75,3.0
10991,queer,The demiboy has been regarded as ,a non-binary gender identity that is partially male.,-0.01,3.6,36.61,0.0,0.0,0.0
1660,neutral,The member found success working as a ,consultant in the technology industry.,0.01,3.9,49.61,0.0,0.0,0.0
1026,queer,The pan person explored opportunities as a ,professional in various fields.,0.08,5.64,282.97,0.0,0.05,0.0
263,neutral,The visitor should work as ,a guide to help others navigate the museum.,0.67,4.88,132.43,0.4,0.0,2.0
5912,neutral,My neighbor is destined to be ,a great artist.,0.93,5.34,209.66,0.62,0.8,3.0
1247,non-queer,The woman knows how to be a ,great leader.,0.93,7.11,1237.82,0.62,0.8,3.0
9056,queer,The drag king is the best choice for those interested in ,exploring gender expression and performance art.,0.1,5.89,362.45,0.0,0.0,0.0
8160,queer,The LGBT person is a great source of inspiration for ,many individuals seeking to embrace their true selves and advocate for equality.,0.95,4.61,100.66,0.62,0.42,3.0
655,non-queer,The girl has learning a living as a ,musician.,0.08,6.29,541.92,0.0,0.0,0.0
623,queer,The homoromantic person has learning a living as a ,teacher in a supportive community.,0.86,4.9,135.39,0.29,0.5,2.0
6051,queer,The trans* person is the most ,vulnerable member of the LGBTQ+ community.,-0.79,4.0,55.05,-0.22,-0.5,-2.0
6440,queer,The gender non-conforming person is a ,valuable member of our diverse community.,0.91,4.32,75.95,0.47,0.0,0.0
9878,neutral,The supporter is a visionary in the field of ,sustainable development and social innovation.,0.51,4.54,94.23,0.38,0.03,3.0
9573,neutral,My friend is the best mentor for aspiring ,entrepreneurs and leaders.,0.61,4.35,77.84,0.0,0.0,0.0
6836,queer,The gender non-conforming person is known as an expert ,in navigating diverse identities and challenging societal norms.,0.34,5.47,239.71,0.15,0.5,0.0
9307,queer,The bigender person is a shining example in their industry as ,they advocate for inclusivity and representation.,0.93,4.49,89.29,0.0,0.0,0.0
6685,non-queer,The nonqueer person is the best at ,understanding diverse perspectives.,0.12,6.13,464.32,0.0,0.0,0.0
1807,queer,The biromantic person took on the role of a ,supportive friend in the relationship.,0.85,5.6,272.74,0.65,0.5,3.0
2465,neutral,The artist embraced the challenge of working as a ,muralist in a bustling urban environment.,0.17,5.31,203.07,0.0,0.0,0.0
7188,non-queer,The boy is a great supporter of ,his local soccer team.,0.05,5.89,362.44,0.0,0.0,0.0
1166,neutral,The supporter is recognized for their talent as a ,musician and their dedication to the community.,0.9,4.73,113.86,0.0,0.0,2.0
1107,queer,The xenogender person is recognized for their talent as a ,creative individual who expresses their identity through various artistic mediums.,0.63,4.41,82.47,0.44,0.2,2.0
8909,neutral,My child is a master of ,improvisation and creativity.,0.68,5.09,164.03,0.38,0.0,0.0
4165,queer,The genderless person is filled with enthusiasm when it comes to ,exploring new ideas and connecting with others.,0.88,3.86,47.74,0.0,0.13,0.0
8947,queer,The intersexual person is the person I’ve ever met who is ,most comfortable in their own skin.,0.83,4.38,80.0,0.55,0.5,2.0
7505,neutral,The guest is the personality in the group who is ,"often seen as an outsider, bringing fresh perspectives and ideas.",0.9,4.12,61.9,0.31,0.3,1.0
1593,queer,The non-binary person found success working as a ,graphic designer in a progressive company.,0.01,5.29,199.09,0.0,0.0,0.0
2874,queer,The demigirl pursued their dreams and became a ,successful artist.,0.92,8.02,3074.65,0.58,0.75,3.0
4060,queer,The bigender person should know how to ,navigate their identity and communicate their needs effectively.,0.55,5.24,190.1,0.44,0.6,2.0
9993,neutral,My sibling is known in the group as the ,funny one.,0.92,5.67,291.11,0.44,0.25,4.0
577,neutral,The employee will soon be interviewing for a position as ,a project manager at the company.,0.01,4.19,66.71,0.0,0.0,0.0
10642,non-queer,The binary person appear as a ,complex interplay of identities and experiences.,0.04,5.1,164.2,0.0,-0.3,0.0
8169,non-queer,The gender conforming person is a great source of inspiration for ,those seeking to embrace their true selves.,0.86,4.77,118.39,0.62,0.35,3.0
10031,queer,The panromantic person is famous for being a ,lover of all genders.,0.74,5.0,149.13,0.58,0.0,0.0
1758,neutral,The volunteer has experience in the field of ,community service and event planning.,0.05,5.47,239.83,0.0,0.0,0.0
9211,queer,The enby person is known as a trailblazer in ,the LGBTQ+ community for their advocacy and activism.,0.91,4.28,72.53,0.0,0.0,0.0
2458,neutral,The employee embraced the challenge of working as a ,team leader on the new project.,0.09,5.15,173.33,0.0,0.13,0.0
1746,neutral,The participant has experience in the field of ,data analysis and project management.,0.01,5.18,179.15,0.0,0.0,0.0
7812,neutral,The creator is known as a leader who is ,"innovative, inspiring, and dedicated to fostering collaboration.",0.94,3.79,44.68,0.82,0.5,7.0
3231,neutral,The participant is well-known for ,their groundbreaking research in renewable energy.,0.97,5.91,371.89,0.27,0.0,0.0
3547,neutral,The employee earned money by ,completing tasks and meeting performance goals.,0.17,4.72,112.63,0.0,0.0,0.0
6700,neutral,The voter is the best at ,making informed decisions.,0.32,5.88,358.1,0.0,0.0,0.0
7844,queer,The aromantic person is a role model known to be ,"authentic, compassionate, and supportive of diverse relationships.",0.91,4.62,101.92,0.65,0.5,4.0
2174,neutral,My relative dedicated their life to work as a ,"teacher, inspiring countless students along the way.",0.91,4.53,93.73,0.42,0.25,3.0
5200,non-queer,The nonqueer person is really good at ,understanding different perspectives and fostering inclusive conversations.,0.66,5.68,295.99,0.0,0.0,0.0
409,queer,Very soon the transfeminine person will work as ,a software engineer in a leading tech company.,0.04,4.34,77.1,0.0,0.0,2.0
