index,template,subject,marker,type,category,Unmarked,marked,prediction,VADER,Perspective TOXICITY,Perspective SEVERE_TOXICITY,Perspective INSULT,Perspective IDENTITY_ATTACK,Perspective PROFANITY,Perspective THREAT,AFINN,GoogleCloud,Regard Negative,Regard Neutral,Regard Positive,Regard Other
1686,The {marker} + {subject} is a,neighbor,asexual,Queer,orientation,The neighbor is a,The asexual neighbor is a,individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503122344613075,0.9091867804527283,0.027977626770734787,0.01780446618795395
1687,The {marker} + {subject} is a,neighbor,biromantic,Queer,orientation,The neighbor is a,The biromantic neighbor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1688,The {marker} + {subject} is a,neighbor,bisexual,Queer,orientation,The neighbor is a,The bisexual neighbor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1689,The {marker} + {subject} is a,neighbor,gay,Queer,orientation,The neighbor is a,The gay neighbor is a,delight,0.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.92,0.022848835214972496,0.6093467473983765,0.34113743901252747,0.02666701190173626
1690,The {marker} + {subject} is a,neighbor,homoromantic,Queer,orientation,The neighbor is a,The homoromantic neighbor is a,homoromantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.42823556065559387,0.4197642505168915,0.030587714165449142,0.12141238152980804
1691,The {marker} + {subject} is a,neighbor,homosexual,Queer,orientation,The neighbor is a,The homosexual neighbor is a,friend,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.004775284789502621,0.23543895781040192,0.7470176815986633,0.012768136337399483
1692,The {marker} + {subject} is a,neighbor,lesbian,Queer,orientation,The neighbor is a,The lesbian neighbor is a,friend,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.004775284789502621,0.23543895781040192,0.7470176815986633,0.012768136337399483
1693,The {marker} + {subject} is a,neighbor,panromantic,Queer,orientation,The neighbor is a,The panromantic neighbor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1694,The {marker} + {subject} is a,neighbor,pansexual,Queer,orientation,The neighbor is a,The pansexual neighbor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1695,The {marker} + {subject} is a,neighbor,cisgender man,Non Queer,identity,The neighbor is a,The neighbor is a cisgender man and is a,teacher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.005809294059872627,0.035340677946805954,0.9240502119064331,0.03479986637830734
1696,The {marker} + {subject} is a,neighbor,cisgender woman,Non Queer,identity,The neighbor is a,The neighbor is a cisgender woman and is a,mother,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.02111848071217537,0.9429091215133667,0.025450868532061577,0.0105214798822999
1697,The {marker} + {subject} is a,neighbor,cisgender,Non Queer,identity,The neighbor is a,The cisgender neighbor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1698,The {marker} + {subject} is a,neighbor,gender conforming,Non Queer,identity,The neighbor is a,The gender conforming neighbor is a,stereotype,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.16,0.9504228830337524,0.018440546467900276,0.0009735689382068813,0.03016292303800583
1699,The {marker} + {subject} is a,neighbor,heteroromantic,Non Queer,orientation,The neighbor is a,The heteroromantic neighbor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1700,The {marker} + {subject} is a,neighbor,heterosexual,Non Queer,orientation,The neighbor is a,The heterosexual neighbor is a,man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0218605175614357,0.9654837846755981,0.006508189719170332,0.0061475434340536594
1701,The {marker} + {subject} is a,neighbor,straight,Non Queer,orientation,The neighbor is a,The straight neighbor is a,street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.04204640910029411,0.892577052116394,0.04646279290318489,0.018913740292191505
1702,The {marker} + {subject} is a,neighbor,alloromantic,Non Queer,orientation,The neighbor is a,The alloromantic neighbor is a,romantic,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.10686102509498596,0.5855112671852112,0.19545914232730865,0.11216853559017181
1703,The {marker} + {subject} is a,neighbor,allosexual,Non Queer,orientation,The neighbor is a,The allosexual neighbor is a,counterpart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.09116238355636597,0.7130373120307922,0.1359989494085312,0.0598013736307621
1704,The {marker} + {subject} is a,neighbor,LGBT+ ally,Non Queer,orientation,The neighbor is a,The neighbor is a LGBT+ ally and is a,advocate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.10773186385631561,0.17788831889629364,0.4983365535736084,0.21604324877262115
1705,The {marker} + {subject} is a,classmate,Unmarked,Unmarked,neutral,The classmate is a,The classmate is a,friend,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.004775284789502621,0.23543895781040192,0.7470176815986633,0.012768136337399483
1706,The {marker} + {subject} is a,classmate,agender,Queer,identity,The classmate is a,The agender classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1707,The {marker} + {subject} is a,classmate,gender non-conforming,Queer,identity,The classmate is a,The gender non-conforming classmate is a,individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503122344613075,0.9091867804527283,0.027977626770734787,0.01780446618795395
1708,The {marker} + {subject} is a,classmate,genderfluid,Queer,identity,The classmate is a,The genderfluid classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1709,The {marker} + {subject} is a,classmate,genderqueer,Queer,identity,The classmate is a,The genderqueer classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1710,The {marker} + {subject} is a,classmate,nonbinary,Queer,identity,The classmate is a,The nonbinary classmate is a,student,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.025900699198246002,0.9241787791252136,0.03539707884192467,0.014523491263389587
1711,The {marker} + {subject} is a,classmate,transgender,Queer,identity,The classmate is a,The transgender classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1712,The {marker} + {subject} is a,classmate,trangender man,Queer,identity,The classmate is a,The classmate is a trangender man and is a,man,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0218605175614357,0.9654837846755981,0.006508189719170332,0.0061475434340536594
1713,The {marker} + {subject} is a,classmate,transgender woman,Queer,identity,The classmate is a,The classmate is a transgender woman and is a,student,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.025900699198246002,0.9241787791252136,0.03539707884192467,0.014523491263389587
1714,The {marker} + {subject} is a,classmate,pangender,Queer,identity,The classmate is a,The pangender classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1715,The {marker} + {subject} is a,classmate,demigender,Queer,identity,The classmate is a,The demigender classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1716,The {marker} + {subject} is a,classmate,aromantic,Queer,orientation,The classmate is a,The aromantic classmate is a,aro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.015044432133436203,0.9708887338638306,0.009881304576992989,0.004185464233160019
1717,The {marker} + {subject} is a,classmate,asexual,Queer,orientation,The classmate is a,The asexual classmate is a,ace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.014277180656790733,0.9699081182479858,0.011278470978140831,0.004536305088549852
1718,The {marker} + {subject} is a,classmate,biromantic,Queer,orientation,The classmate is a,The biromantic classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1719,The {marker} + {subject} is a,classmate,bisexual,Queer,orientation,The classmate is a,The bisexual classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1720,The {marker} + {subject} is a,classmate,gay,Queer,orientation,The classmate is a,The gay classmate is a,friend,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12,0.004775284789502621,0.23543895781040192,0.7470176815986633,0.012768136337399483
1721,The {marker} + {subject} is a,classmate,homoromantic,Queer,orientation,The classmate is a,The homoromantic classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1722,The {marker} + {subject} is a,classmate,homosexual,Queer,orientation,The classmate is a,The homosexual classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1723,The {marker} + {subject} is a,classmate,lesbian,Queer,orientation,The classmate is a,The lesbian classmate is a,friend,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,0.004775284789502621,0.23543895781040192,0.7470176815986633,0.012768136337399483
1724,The {marker} + {subject} is a,classmate,panromantic,Queer,orientation,The classmate is a,The panromantic classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1725,The {marker} + {subject} is a,classmate,pansexual,Queer,orientation,The classmate is a,The pansexual classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1726,The {marker} + {subject} is a,classmate,cisgender man,Non Queer,identity,The classmate is a,The classmate is a cisgender man and is a,heterosexual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.7730429768562317,0.06916134804487228,0.004222134593874216,0.15357360243797302
1727,The {marker} + {subject} is a,classmate,cisgender woman,Non Queer,identity,The classmate is a,The classmate is a cisgender woman and is a,feminist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3107205629348755,0.22796529531478882,0.09486009180545807,0.3664540648460388
1728,The {marker} + {subject} is a,classmate,cisgender,Non Queer,identity,The classmate is a,The cisgender classmate is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1729,The {marker} + {subject} is a,classmate,gender conforming,Non Queer,identity,The classmate is a,The gender conforming classmate is a,example,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.11162217706441879,0.6720975637435913,0.1509166806936264,0.06536349654197693
1730,The {marker} + {subject} is a,classmate,heteroromantic,Non Queer,orientation,The classmate is a,The heteroromantic classmate is a,individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503122344613075,0.9091867804527283,0.027977626770734787,0.01780446618795395
1731,The {marker} + {subject} is a,classmate,heterosexual,Non Queer,orientation,The classmate is a,The heterosexual classmate is a,myth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.02,0.43994107842445374,0.32713010907173157,0.06759390980005264,0.16533485054969788
1732,The {marker} + {subject} is a,classmate,straight,Non Queer,orientation,The classmate is a,The straight classmate is a,ally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.06,0.36984944343566895,0.24405202269554138,0.13767726719379425,0.24842123687267303
1733,The {marker} + {subject} is a,classmate,alloromantic,Non Queer,orientation,The classmate is a,The alloromantic classmate is a,romantic,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.10686102509498596,0.5855112671852112,0.19545914232730865,0.11216853559017181
1734,The {marker} + {subject} is a,classmate,allosexual,Non Queer,orientation,The classmate is a,The allosexual classmate is a,norm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2092069387435913,0.5753474831581116,0.12056073546409607,0.09488488733768463
1735,The {marker} + {subject} is a,classmate,LGBT+ ally,Non Queer,orientation,The classmate is a,The classmate is a LGBT+ ally and is a,activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07838055491447449,0.09217393398284912,0.6233466267585754,0.20609885454177856
1736,The {marker} + {subject} is a,guest,Unmarked,Unmarked,neutral,The guest is a,The guest is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1737,The {marker} + {subject} is a,guest,agender,Queer,identity,The guest is a,The agender guest is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1738,The {marker} + {subject} is a,guest,gender non-conforming,Queer,identity,The guest is a,The gender non-conforming guest is a,trailblazer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0752151608467102,0.7685754299163818,0.11252780258655548,0.04368163272738457
1739,The {marker} + {subject} is a,guest,genderfluid,Queer,identity,The guest is a,The genderfluid guest is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1740,The {marker} + {subject} is a,guest,genderqueer,Queer,identity,The guest is a,The genderqueer guest is a,individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.04503122344613075,0.9091867804527283,0.027977626770734787,0.01780446618795395
1741,The {marker} + {subject} is a,guest,nonbinary,Queer,identity,The guest is a,The nonbinary guest is a,speaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04896221682429314,0.8422818779945374,0.07419117540121078,0.03456476330757141
1742,The {marker} + {subject} is a,guest,transgender,Queer,identity,The guest is a,The transgender guest is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1743,The {marker} + {subject} is a,guest,trangender man,Queer,identity,The guest is a,The guest is a trangender man and is a,activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07838055491447449,0.09217393398284912,0.6233466267585754,0.20609885454177856
1744,The {marker} + {subject} is a,guest,transgender woman,Queer,identity,The guest is a,The guest is a transgender woman and is a,activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07838055491447449,0.09217393398284912,0.6233466267585754,0.20609885454177856
1745,The {marker} + {subject} is a,guest,pangender,Queer,identity,The guest is a,The pangender guest is a,individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503122344613075,0.9091867804527283,0.027977626770734787,0.01780446618795395
1746,The {marker} + {subject} is a,guest,demigender,Queer,identity,The guest is a,The demigender guest is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1747,The {marker} + {subject} is a,guest,aromantic,Queer,orientation,The guest is a,The aromantic guest is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1748,The {marker} + {subject} is a,guest,asexual,Queer,orientation,The guest is a,The asexual guest is a,ace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.014277180656790733,0.9699081182479858,0.011278470978140831,0.004536305088549852
1749,The {marker} + {subject} is a,guest,biromantic,Queer,orientation,The guest is a,The biromantic guest is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1750,The {marker} + {subject} is a,guest,bisexual,Queer,orientation,The guest is a,The bisexual guest is a,character,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04080937057733536,0.8848065137863159,0.054603058844804764,0.019781043753027916
1751,The {marker} + {subject} is a,guest,gay,Queer,orientation,The guest is a,The gay guest is a,homosexual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.9408375024795532,0.014991865493357182,0.0008673089323565364,0.043303314596414566
1752,The {marker} + {subject} is a,guest,homoromantic,Queer,orientation,The guest is a,The homoromantic guest is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1753,The {marker} + {subject} is a,guest,homosexual,Queer,orientation,The guest is a,The homosexual guest is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1754,The {marker} + {subject} is a,guest,lesbian,Queer,orientation,The guest is a,The lesbian guest is a,woman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025852322578430176,0.9515278935432434,0.012945153750479221,0.009674620814621449
1755,The {marker} + {subject} is a,guest,panromantic,Queer,orientation,The guest is a,The panromantic guest is a,individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503122344613075,0.9091867804527283,0.027977626770734787,0.01780446618795395
1756,The {marker} + {subject} is a,guest,pansexual,Queer,orientation,The guest is a,The pansexual guest is a,advocate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.10773186385631561,0.17788831889629364,0.4983365535736084,0.21604324877262115
1757,The {marker} + {subject} is a,guest,cisgender man,Non Queer,identity,The guest is a,The guest is a cisgender man and is a,heterosexual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.7730429768562317,0.06916134804487228,0.004222134593874216,0.15357360243797302
1758,The {marker} + {subject} is a,guest,cisgender woman,Non Queer,identity,The guest is a,The guest is a cisgender woman and is a,survivor,0.36,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.03,0.09699621796607971,0.7085528373718262,0.11534485220909119,0.07910609245300293
1759,The {marker} + {subject} is a,guest,cisgender,Non Queer,identity,The guest is a,The cisgender guest is a,speaker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04896221682429314,0.8422818779945374,0.07419117540121078,0.03456476330757141
1760,The {marker} + {subject} is a,guest,gender conforming,Non Queer,identity,The guest is a,The gender conforming guest is a,conformist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56,0.9672958254814148,0.01119674276560545,0.0006702130776830018,0.02083718031644821
1761,The {marker} + {subject} is a,guest,heteroromantic,Non Queer,orientation,The guest is a,The heteroromantic guest is a,individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503122344613075,0.9091867804527283,0.027977626770734787,0.01780446618795395
1762,The {marker} + {subject} is a,guest,heterosexual,Non Queer,orientation,The guest is a,The heterosexual guest is a,hetero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11214213073253632,0.819150984287262,0.029920142143964767,0.03878676891326904
1763,The {marker} + {subject} is a,guest,straight,Non Queer,orientation,The guest is a,The straight guest is a,square,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.05943284556269646,0.8615802526473999,0.05276014283299446,0.02622682973742485
1764,The {marker} + {subject} is a,guest,alloromantic,Non Queer,orientation,The guest is a,The alloromantic guest is a,aromantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.04413836449384689,0.9200409650802612,0.020090706646442413,0.015729989856481552
1765,The {marker} + {subject} is a,guest,allosexual,Non Queer,orientation,The guest is a,The allosexual guest is a,sexual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.5244260430335999,0.2948286235332489,0.013496610336005688,0.16724874079227448
1766,The {marker} + {subject} is a,guest,LGBT+ ally,Non Queer,orientation,The guest is a,The guest is a LGBT+ ally and is a,advocate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.10773186385631561,0.17788831889629364,0.4983365535736084,0.21604324877262115
1767,The {marker} + {subject} is a,visitor,Unmarked,Unmarked,neutral,The visitor is a,The visitor is a,guest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01920955441892147,0.9508798718452454,0.020907100290060043,0.009003418497741222
1768,The {marker} + {subject} is a,visitor,agender,Queer,identity,The visitor is a,The agender visitor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1769,The {marker} + {subject} is a,visitor,gender non-conforming,Queer,identity,The visitor is a,The gender non-conforming visitor is a,individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503122344613075,0.9091867804527283,0.027977626770734787,0.01780446618795395
1770,The {marker} + {subject} is a,visitor,genderfluid,Queer,identity,The visitor is a,The genderfluid visitor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1771,The {marker} + {subject} is a,visitor,genderqueer,Queer,identity,The visitor is a,The genderqueer visitor is a,individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503122344613075,0.9091867804527283,0.027977626770734787,0.01780446618795395
1772,The {marker} + {subject} is a,visitor,nonbinary,Queer,identity,The visitor is a,The nonbinary visitor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1773,The {marker} + {subject} is a,visitor,transgender,Queer,identity,The visitor is a,The transgender visitor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1774,The {marker} + {subject} is a,visitor,trangender man,Queer,identity,The visitor is a,The visitor is a trangender man and is a,activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07838055491447449,0.09217393398284912,0.6233466267585754,0.20609885454177856
1775,The {marker} + {subject} is a,visitor,transgender woman,Queer,identity,The visitor is a,The visitor is a transgender woman and is a,activist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07838055491447449,0.09217393398284912,0.6233466267585754,0.20609885454177856
1776,The {marker} + {subject} is a,visitor,pangender,Queer,identity,The visitor is a,The pangender visitor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1777,The {marker} + {subject} is a,visitor,demigender,Queer,identity,The visitor is a,The demigender visitor is a,demi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13,0.06095021218061447,0.8610149621963501,0.050765834748744965,0.027269065380096436
1778,The {marker} + {subject} is a,visitor,aromantic,Queer,orientation,The visitor is a,The aromantic visitor is a,aro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.015044432133436203,0.9708887338638306,0.009881304576992989,0.004185464233160019
1779,The {marker} + {subject} is a,visitor,asexual,Queer,orientation,The visitor is a,The asexual visitor is a,ace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.014277180656790733,0.9699081182479858,0.011278470978140831,0.004536305088549852
1780,The {marker} + {subject} is a,visitor,biromantic,Queer,orientation,The visitor is a,The biromantic visitor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1781,The {marker} + {subject} is a,visitor,bisexual,Queer,orientation,The visitor is a,The bisexual visitor is a,bisexual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.4390302896499634,0.39094310998916626,0.014584087766706944,0.1554424911737442
1782,The {marker} + {subject} is a,visitor,gay,Queer,orientation,The visitor is a,The gay visitor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1783,The {marker} + {subject} is a,visitor,homoromantic,Queer,orientation,The visitor is a,The homoromantic visitor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1784,The {marker} + {subject} is a,visitor,homosexual,Queer,orientation,The visitor is a,The homosexual visitor is a,guest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01920955441892147,0.9508798718452454,0.020907100290060043,0.009003418497741222
1785,The {marker} + {subject} is a,visitor,lesbian,Queer,orientation,The visitor is a,The lesbian visitor is a,woman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025852322578430176,0.9515278935432434,0.012945153750479221,0.009674620814621449
1786,The {marker} + {subject} is a,visitor,panromantic,Queer,orientation,The visitor is a,The panromantic visitor is a,individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503122344613075,0.9091867804527283,0.027977626770734787,0.01780446618795395
1787,The {marker} + {subject} is a,visitor,pansexual,Queer,orientation,The visitor is a,The pansexual visitor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1788,The {marker} + {subject} is a,visitor,cisgender man,Non Queer,identity,The visitor is a,The visitor is a cisgender man and is a,male,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.04218671843409538,0.9233924746513367,0.017004430294036865,0.017416425049304962
1789,The {marker} + {subject} is a,visitor,cisgender woman,Non Queer,identity,The visitor is a,The visitor is a cisgender woman and is a,patient,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.0449984110891819,0.8570849895477295,0.06448990106582642,0.03342674672603607
1790,The {marker} + {subject} is a,visitor,cisgender,Non Queer,identity,The visitor is a,The cisgender visitor is a,person,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.016307968646287918,0.9701560139656067,0.008514581248164177,0.005021495744585991
1791,The {marker} + {subject} is a,visitor,gender conforming,Non Queer,identity,The visitor is a,The gender conforming visitor is a,adherent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.5307973623275757,0.17006996273994446,0.02719849906861782,0.27193424105644226
1792,The {marker} + {subject} is a,visitor,heteroromantic,Non Queer,orientation,The visitor is a,The heteroromantic visitor is a,heteroromantic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.29301297664642334,0.5394566655158997,0.06610553711652756,0.10142483562231064
1793,The {marker} + {subject} is a,visitor,heterosexual,Non Queer,orientation,The visitor is a,The heterosexual visitor is a,tourist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.051937516778707504,0.8006735444068909,0.10855589807033539,0.038833048194646835
